주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,주차현황 정보 제공여부,주차현황 정보 제공여부명,총 주차면,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),최종데이터 동기화 시간,"토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),버스 기본 주차 요금,버스 기본 주차 시간(분 단위),버스 추가 단위 시간(분 단위),버스 추가 단위 요금,일 최대 요금,위도,경도
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.5666707,126.9970328
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56651883,126.9938972
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56663534,126.9963254
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.566506426273676,126.99369728565216
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56665329,126.9995818
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56664126,126.9964532
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56681563,126.9997064
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56683378,127.0000757
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56651246,126.9937685
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56624507,126.9915193
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.5668698,127.0008166
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56638591,126.99426
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.5667488,126.9975751
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56694641,126.9984887
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56639184,126.9943879
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56671719,127.0008354
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56687934,127.0010084
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56667368,126.9970968
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.566204,126.990718
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56638889,126.9943239
1367804,을지로 공영주차장(시),중구 을지로3가 282-8,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:32,N,무료,Y,유료,,1.11402E+12,810,5,810,5,0,0,0,0,,37.56672069,127.0008995
1368749,신길5동 공영(구),영등포구 신길동 400-1,NW,노외 주차장,1,시간제 주차장,02-2677-1401,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),26,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2023-06-30 16:03,N,무료,N,무료,140000,,150,5,150,5,0,0,0,0,0,,
1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55414809,126.9787642
1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.5542102,126.9786709
1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55442472,126.9782791
1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55431755,126.978475
1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.5539054,126.9789511
1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55399553,126.9789082
1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55458553,126.977985
1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55407832,126.9788447
1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55453178,126.9780833
1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55426386,126.9785732
1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55447826,126.9781813
1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.5543711,126.9783772
1369476,탑골공원 관광버스전용 주차장(시),종로구 종로2가 38-4,NS,노상 주차장,4,버스전용 주차장,02)2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:37,Y,유료,Y,유료,0,1.11101E+12,0,0,0,0,0,0,0,0,0,37.57126963,126.987766
1369476,탑골공원 관광버스전용 주차장(시),종로구 종로2가 38-4,NS,노상 주차장,4,버스전용 주차장,02)2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:37,Y,유료,Y,유료,0,1.11101E+12,0,0,0,0,0,0,0,0,0,37.57134087,126.9877628
1370100,강일동 주차장(구),강동구 강일동 665-4,NW,노외 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),90,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2023-12-22 14:28,N,무료,N,무료,80000,,150,5,150,5,0,0,0,0,,,
1370269,이경시장 공영주차장(구),동대문구 이문동 86-52,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2019-06-10 9:59,N,무료,Y,유료,120000,1.12301E+12,500,10,500,10,0,0,0,0,36000,,
1370637,번동 햇살 주차장(구),강북구 번동 148-380,NW,노외 주차장,1,시간제 주차장,02-944-3044,0,미연계중,187,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2026-04-08 17:16,N,무료,N,무료,60000,,150,5,150,5,0,0,0,0,10000,,
1370857,봉수대공영주차장(구),중랑구 신내동 12-2,NW,노외 주차장,1,시간제 주차장,02-438-8271,0,미연계중,31,Y,유료,N,야간 미개방,0800,1700,0000,0000,0000,0000,2019-06-10 9:38,Y,유료,Y,유료,,,150,5,150,5,0,0,0,0,3000,,
1371690,목동타운홀(구),양천구 목동 905-21,NW,노외 주차장,1,시간제 주차장,02-2644-1398,0,미연계중,23,Y,유료,N,야간 미개방,0900,1900,,,,,2020-09-02 11:51,Y,유료,Y,유료,100000,,150,5,150,5,0,0,0,0,9000,,
1372128,마천동3(건축물식)(구),송파구 마천동 128-4,NW,노외 주차장,1,시간제 주차장,02-431-0166,0,미연계중,47,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2024-03-21 16:21,N,무료,N,무료,70000,,100,5,100,5,0,0,0,0,,,
1372454,대림노외 공영주차장(시),구로구 구로동 120-3,NW,노외 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),93,Y,유료,N,야간 미개방,0900,1900,0900,1900,0900,1900,2026-04-07 11:00,N,무료,N,무료,168000,,320,5,320,5,0,0,0,0,,37.4928472,126.8943315
1372873,도봉산역 공영주차장(시),도봉구 도봉동 288-19,NW,노외 주차장,1,시간제 주차장,02)2290-6047 ,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),358,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2026-04-06 17:21,N,무료,N,무료,109000,,280,5,280,5,0,0,0,0,0,37.68972069,127.0448386
1384016,가로공원 지하 주차장(구),강서구 화곡동 662-15,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2065-1575,0,미연계중,512,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2025-07-16 10:51,N,무료,N,무료,60000,,100,5,100,5,0,0,0,0,0,,
1384198,동대문 공영주차장(시),중구 신당동 251-7,NW,노외 주차장,1,시간제 주차장,02)2254-4901 ,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1090,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2026-04-07 11:46,N,무료,N,무료,157000,,360,5,360,5,0,0,0,0,0,37.56710187,127.0121411
1384627,큰마을길 공영주차장(구),강북구 미아동 309-14,NS,노상 주차장,3,시간제 + 거주자 주차장,02-944-3025,0,미연계중,1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-08 17:44,N,무료,N,무료,100000,1.13051E+12,200,5,200,5,0,0,0,0,10000,,
1384980,교육청길 공영주차장(구),강북구 미아동 137-19,NS,노상 주차장,3,시간제 + 거주자 주차장,02-944-3025,0,미연계중,1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-08 17:34,N,무료,N,무료,100000,1.13051E+12,200,5,200,5,0,0,0,0,10000,,
1385457,신문로 공영주차장(구),종로구 신문로1가 58-36,NW,노외 주차장,1,시간제 주차장,02-6048-1234,0,미연계중,30,Y,유료,N,야간 미개방,0900,1900,0900,1900,0900,1900,2023-07-14 16:50,N,무료,N,무료,350000,,500,5,500,5,0,0,0,0,0,,
1386536,서울글로벌센터 공영주차장(시),종로구 서린동 63-0,NW,노외 주차장,1,시간제 주차장,02-720-9862,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),44,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,2026-04-06 17:27,Y,유료,Y,유료,336000,,700,5,700,5,0,0,0,0,,37.56983402,126.9815059
1397591,용답제2(평면) 공영주차장(구),성동구 용답동 182-10,NW,노외 주차장,1,시간제 주차장,02-2204-7970,2,20~120분이내 연계데이터 존재(정보수집중),153,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2023-06-28 13:58,N,무료,N,무료,30000,,150,5,,,0,0,0,0,,,
1404649,오류1동 텃골주차장(구),구로구 오류동 6-11,NW,노외 주차장,1,시간제 주차장,,0,미연계중,81,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2026-04-10 16:29,N,무료,N,무료,65000,,100,5,100,5,0,0,0,0,,,
1404936,천왕역 공영주차장(시),구로구 천왕동 280-11,NW,노외 주차장,1,시간제 주차장,02-2290-6343,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),327,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2026-04-07 10:40,N,무료,N,무료,109000,,280,5,280,5,0,0,0,0,,37.48728845,126.8391832
1410226,중곡시장주차장(구),광진구 중곡동 221-6,NW,노외 주차장,1,시간제 주차장,,0,미연계중,19,Y,유료,N,야간 미개방,0900,1900,0900,1900,0900,1900,2019-06-10 9:38,N,무료,N,무료,0,,250,5,0,0,0,0,0,0,0,,
1415512,견인보관소(구),동대문구 휘경동 361-0,NW,노외 주차장,1,시간제 주차장,02-2247-9666,0,미연계중,40,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2019-06-10 9:38,N,무료,N,무료,170000,,500,10,500,10,0,0,0,0,0,,
1415917,구룡 공영주차장(구),금천구 독산동 964-0,NW,노외 주차장,3,시간제 + 거주자 주차장,02-809-0061~7,0,미연계중,22,Y,유료,N,야간 미개방,0830,1900,0830,1900,0830,1900,2019-06-10 9:39,N,무료,N,무료,50000,,65,5,65,5,0,0,0,0,0,,
1415929,다목적 공영주차장(구),금천구 독산동 971-0,NW,노외 주차장,3,시간제 + 거주자 주차장,02-865-7557,0,미연계중,46,Y,유료,N,야간 미개방,0830,1900,0830,1900,0830,1900,2019-06-10 9:38,N,무료,N,무료,50000,,65,5,65,5,0,0,0,0,0,,
1416322,영등포본동제2공영(구),영등포구 신길동 186-355,NW,노외 주차장,1,시간제 주차장,02-2677-1401,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),61,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2023-06-30 15:54,N,무료,N,무료,65000,,50,5,50,5,0,0,0,0,0,,
1418248,방배열린문화센터 공영주차장(구),서초구 방배동 852-14,NW,노외 주차장,1,시간제 주차장,02-382-2588,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),109,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2026-06-15 17:41,N,무료,N,무료,120000,,150,5,150,5,0,0,0,0,0,,
1421476,풍납유수지(구),송파구 가락동 387-0,NW,노외 주차장,1,시간제 주차장,02-431-0166,0,미연계중,234,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2024-03-21 15:14,N,무료,N,무료,,,250,5,250,5,0,0,0,0,0,,
1421586,나눔터길 노상공영주차장(구),강북구 수유동 605-185,NS,노상 주차장,3,시간제 + 거주자 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-08 17:39,N,무료,N,무료,100000,1.13051E+12,200,5,200,5,0,0,0,0,10000,,
1423842,마장축산물시장 서문(건물) 공영주차장(구),성동구 마장동 522-1,NW,노외 주차장,1,시간제 주차장,02-2204-7970,2,20~120분이내 연계데이터 존재(정보수집중),126,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2023-06-28 13:26,N,무료,N,무료,30000,,250,5,,,0,0,0,0,,,
1424206,다산아트 공영주차장(구),중구 신당동 432-612,NW,노외 주차장,1,시간제 주차장,02-2280-8360,2,20~120분이내 연계데이터 존재(정보수집중),75,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2025-05-13 16:47,N,무료,N,무료,140000,,200,5,200,5,0,0,0,0,0,,
1425391,영등포구청별관 공영주차장(구),영등포구 당산동3가 560-0,NW,노외 주차장,1,시간제 주차장,02-2677-1401,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),61,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2023-06-30 15:30,N,무료,N,무료,84000,,150,5,150,5,0,0,0,0,0,,
1425816,동국제강 공영주차장(시),중구 삼각동 111-1,NW,노외 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),13,Y,유료,N,야간 미개방,0900,1900,0900,1900,0000,0000,2026-06-10 16:23,N,무료,Y,유료,420000,,700,5,700,5,0,0,0,0,,37.56733736,126.9834345
1430035,남대문 초입 관광버스전용 주차장(시),중구 남창동 282-10,NS,노상 주차장,4,버스전용 주차장,02)2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55934,126.975714
1430035,남대문 초입 관광버스전용 주차장(시),중구 남창동 282-10,NS,노상 주차장,4,버스전용 주차장,02)2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55953,126.975731
1430035,남대문 초입 관광버스전용 주차장(시),중구 남창동 282-10,NS,노상 주차장,4,버스전용 주차장,02)2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:33,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55943,126.975717
1430042,남대문 시장 관광버스전용 주차장(시),중구 남창동 51-4,NS,노상 주차장,4,버스전용 주차장,02)2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:32,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55942,126.975909
1430042,남대문 시장 관광버스전용 주차장(시),중구 남창동 51-4,NS,노상 주차장,4,버스전용 주차장,02)2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:32,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.55952,126.975908
1431448,고척근린공원지하주차장(구),구로구 고척동 9-14,NW,노외 주차장,1,시간제 주차장,02-850-0920,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),199,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2026-04-10 16:27,N,무료,N,무료,112000,,150,5,150,5,0,0,0,0,,,
1432682,구로4동 마을공동 주차장(구),구로구 구로동 741-27,NW,노외 주차장,3,시간제 + 거주자 주차장,02-839-4875,0,미연계중,194,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2025-07-16 11:36,N,무료,N,무료,75000,,100,5,100,5,0,0,0,0,0,,
1434175,독산4동 공영주차장(구),금천구 독산동 187-40,NW,노외 주차장,1,시간제 주차장,,0,미연계중,63,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2021-01-29 11:00,N,무료,N,무료,50000,,65,5,65,5,0,0,0,0,50000,,
1436808,가산디지털 서측(구),금천구 가산동 505-3,NW,노외 주차장,1,시간제 주차장,,0,미연계중,160,Y,유료,N,야간 미개방,0830,1900,0000,2400,0000,2400,2019-06-10 9:36,N,무료,N,무료,100000,,300,10,300,10,0,0,0,0,9000,,
1437917,영남 공영주차장(시),영등포구 영등포동4가 123-0,NW,노외 주차장,1,시간제 주차장,02-1688-1054,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),570,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2026-04-07 11:22,N,무료,N,무료,110000,,160,5,160,5,0,0,0,0,0,37.51947074,126.902609
1439690,수유마을시장 공영주차장(구),강북구 수유동 55-53,NW,노외 주차장,1,시간제 주차장,02-944-3053,0,미연계중,116,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2026-04-08 17:47,N,무료,N,무료,80000,,100,5,100,5,0,0,0,0,10000,,
1440586,시흥4동 공영주차장(신흥초교지하)(구),금천구 시흥동 704-56,NW,노외 주차장,1,시간제 주차장,,0,미연계중,124,Y,유료,N,야간 미개방,0000,1900,0000,1900,0000,1900,2025-10-31 14:40,N,무료,N,무료,,,65,5,65,5,0,0,0,0,,,
1440587,시흥 4동 (삼성)공영주차장(구),금천구 시흥동 171-1,NW,노외 주차장,3,시간제 + 거주자 주차장,,0,미연계중,51,Y,유료,N,야간 미개방,0830,1900,0830,1900,0830,1900,2019-06-10 9:37,N,무료,N,무료,50000,,65,5,65,5,0,0,0,0,0,,
1441342,도곡초 공영주차장(구),강남구 대치동 924-10,NW,노외 주차장,1,시간제 주차장,02-3423-6403,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),195,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,2020-07-08 16:11,N,무료,N,무료,180000,,300,5,300,5,0,0,0,0,,,
